Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Band Gap,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization,Piezoelectric Modulus,Total Dielectric Constant,Ionic Dielectric Constant,Structure
BaMgSiO4,Hexagonal,P6_3,173,42,0.01695,-3.29776,FALSE,657.0776,3.847069,4.1139,FALSE,FALSE,NM,0.000145,1.379024,21.25448,18.33887,"# generated using pymatgen
  data_BaMgSiO4
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 9.24189848
  _cell_length_b 9.24189848
  _cell_length_c 8.88308200
  _cell_angle_alpha 90.00000000
  _cell_angle_beta 90.00000000
  _cell_angle_gamma 120.00000343
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BaMgSiO4
  _chemical_formula_sum 'Ba6 Mg6 Si6 O24'
  _cell_volume 657.07761918
  _cell_formula_units_Z 6
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba Ba0 1 0.66666700 0.33333300 0.73916700 1
  Ba Ba1 1 0.00000000 0.00000000 0.24824000 1
  Ba Ba2 1 0.33333300 0.66666700 0.23916700 1
  Ba Ba3 1 0.33333300 0.66666700 0.73125600 1
  Ba Ba4 1 0.00000000 0.00000000 0.74824000 1
  Ba Ba5 1 0.66666700 0.33333300 0.23125600 1
  Mg Mg6 1 0.67756700 0.66625300 0.53906000 1
  Mg Mg7 1 0.01131400 0.67756700 0.03906000 1
  Mg Mg8 1 0.98868600 0.32243300 0.53906000 1
  Mg Mg9 1 0.33374700 0.01131400 0.53906000 1
  Mg Mg10 1 0.66625300 0.98868600 0.03906000 1
  Mg Mg11 1 0.32243300 0.33374700 0.03906000 1
  Si Si12 1 0.32763200 0.33884700 0.43447600 1
  Si Si13 1 0.01121500 0.67236800 0.43447600 1
  Si Si14 1 0.66115300 0.98878500 0.43447600 1
  Si Si15 1 0.98878500 0.32763200 0.93447600 1
  Si Si16 1 0.67236800 0.66115300 0.93447600 1
  Si Si17 1 0.33884700 0.01121500 0.93447600 1
  O O18 1 0.65003000 0.94322900 0.25370600 1
  O O19 1 0.53274500 0.09541400 0.99650100 1
  O O20 1 0.09541400 0.56266900 0.49650100 1
  O O21 1 0.76445700 0.90693800 0.51511900 1
  O O22 1 0.19351100 0.43037500 0.95558400 1
  O O23 1 0.46725500 0.90458600 0.49650100 1
  O O24 1 0.29319900 0.34997000 0.25370600 1
  O O25 1 0.56962500 0.76313700 0.95558400 1
  O O26 1 0.56266900 0.46725500 0.99650100 1
  O O27 1 0.94322900 0.29319900 0.75370600 1
  O O28 1 0.70680100 0.65003000 0.75370600 1
  O O29 1 0.80648900 0.56962500 0.45558400 1
  O O30 1 0.90458600 0.43733100 0.99650100 1
  O O31 1 0.23686300 0.80648900 0.95558400 1
  O O32 1 0.43733100 0.53274500 0.49650100 1
  O O33 1 0.14248000 0.23554300 0.51511900 1
  O O34 1 0.23554300 0.09306200 0.01511900 1
  O O35 1 0.85752000 0.76445700 0.01511900 1
  O O36 1 0.90693800 0.14248000 0.01511900 1
  O O37 1 0.05677100 0.70680100 0.25370600 1
  O O38 1 0.43037500 0.23686300 0.45558400 1
  O O39 1 0.76313700 0.19351100 0.45558400 1
  O O40 1 0.09306200 0.85752000 0.51511900 1
  O O41 1 0.34997000 0.05677100 0.75370600 1"
BaMnF4,Orthorhombic,Cmc2_1,36,12,0.006096,-3.56006,FALSE,190.838,4.6684,2.3195,FALSE,FALSE,FM,9.999999,1.45183,21.27502,18.86356,"# generated using pymatgen
  data_BaMnF4
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 4.25782978
  _cell_length_b 5.98010435
  _cell_length_c 7.79142403
  _cell_angle_alpha 90.00000000
  _cell_angle_beta 105.85704973
  _cell_angle_gamma 90.00000000
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BaMnF4
  _chemical_formula_sum 'Ba2 Mn2 F8'
  _cell_volume 190.83796390
  _cell_formula_units_Z 2
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba Ba0 1 0.84622194 0.95032751 0.69244388 1
  Ba Ba1 1 0.15377806 0.45032751 0.30755612 1
  Mn Mn2 1 0.41465157 0.49639257 0.82930514 1
  Mn Mn3 1 0.58534843 0.99639257 0.17069486 1
  F F4 1 0.92219964 0.51639339 0.84439829 1
  F F5 1 0.07780036 0.01639339 0.15560171 1
  F F6 1 0.46311838 0.83866868 0.92623975 1
  F F7 1 0.53688162 0.33866868 0.07376025 1
  F F8 1 0.70130031 0.19582672 0.40260063 1
  F F9 1 0.29869969 0.69582672 0.59739937 1
  F F10 1 0.66855673 0.72199213 0.33711247 1
  F F11 1 0.33144327 0.22199213 0.66288753 1"
BaMnO3,Hexagonal,P6_3cm,185,30,0.005607,-2.48176,FALSE,418.5344,5.719479,1.7073,FALSE,FALSE,FM,18,1.080232,20.1298,15.0567,"# generated using pymatgen
  data_BaMnO3
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 9.93015546
  _cell_length_b 9.93014143
  _cell_length_c 4.90105618
  _cell_angle_alpha 89.99987452
  _cell_angle_beta 90.00029651
  _cell_angle_gamma 120.00013374
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BaMnO3
  _chemical_formula_sum 'Ba6 Mn6 O18'
  _cell_volume 418.53444768
  _cell_formula_units_Z 6
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba Ba0 1 0.66613231 0.66613150 0.72455825 1
  Ba Ba1 1 -0.00000190 0.66613550 0.22456019 1
  Ba Ba2 1 0.66613695 0.00000118 0.22455813 1
  Ba Ba3 1 0.33386783 0.00000007 0.72455846 1
  Ba Ba4 1 -0.00000111 0.33386765 0.72456051 1
  Ba Ba5 1 0.33386537 0.33386348 0.22456070 1
  Mn Mn6 1 0.33333307 0.66666787 0.93376336 1
  Mn Mn7 1 0.66666810 0.33333116 0.43384465 1
  Mn Mn8 1 0.33333314 0.66666823 0.43377684 1
  Mn Mn9 1 0.66666801 0.33332759 0.93384596 1
  Mn Mn10 1 0.00000008 -0.00000097 0.53703915 1
  Mn Mn11 1 0.00000036 0.00000413 0.03701818 1
  O O12 1 0.33315387 0.81369067 0.18225049 1
  O O13 1 0.18630623 0.51946253 0.18224911 1
  O O14 1 0.48053627 0.66684259 0.18225317 1
  O O15 1 0.51945543 0.33314729 0.68233122 1
  O O16 1 0.66685194 0.18630948 0.68233660 1
  O O17 1 0.81369166 0.48054393 0.68233250 1
  O O18 1 0.33315554 0.51946446 0.68225092 1
  O O19 1 0.81369614 0.33316150 0.18233800 1
  O O20 1 0.51946594 0.18629889 0.18233005 1
  O O21 1 0.48053507 0.81369082 0.68224838 1
  O O22 1 0.18630964 0.66684452 0.68224812 1
  O O23 1 0.66683577 0.48053506 0.18233573 1
  O O24 1 -0.00000031 0.14701687 0.28864201 1
  O O25 1 0.85298673 0.00000068 0.78864022 1
  O O26 1 0.14701560 0.14701786 0.78864297 1
  O O27 1 0.85298504 0.85298477 0.28864332 1
  O O28 1 0.14701567 0.00000173 0.28864426 1
  O O29 1 0.00000158 0.85298893 0.78864352 1"
BaNa4O3,Monoclinic,Cc,9,16,0.093927,-1.67967,FALSE,310.4269,2.966504,1.3922,FALSE,FALSE,NM,0.001808,16.77555,107.6849,104.1301,"# generated using pymatgen
  data_BaNa4O3
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 9.43542020
  _cell_length_b 9.43542020
  _cell_length_c 5.84049397
  _cell_angle_alpha 89.28044249
  _cell_angle_beta 89.28044249
  _cell_angle_gamma 143.30939382
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BaNa4O3
  _chemical_formula_sum 'Ba2 Na8 O6'
  _cell_volume 310.42694548
  _cell_formula_units_Z 2
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba Ba0 1 0.84211300 0.15278200 0.73900700 1
  Ba Ba1 1 0.15278200 0.84211300 0.23900700 1
  Na Na2 1 0.51560300 0.47665100 0.22996500 1
  Na Na3 1 0.96016200 0.01304100 0.24404800 1
  Na Na4 1 0.72046400 0.24675400 0.20983900 1
  Na Na5 1 0.59649100 0.32320600 0.69784800 1
  Na Na6 1 0.32320600 0.59649100 0.19784800 1
  Na Na7 1 0.47665100 0.51560300 0.72996500 1
  Na Na8 1 0.01304100 0.96016200 0.74404800 1
  Na Na9 1 0.24675400 0.72046400 0.70983900 1
  O O10 1 0.31923400 0.17261700 0.98785900 1
  O O11 1 0.51509300 0.04720900 0.51840100 1
  O O12 1 0.17261700 0.31923400 0.48785900 1
  O O13 1 0.81441200 0.67254300 0.48034500 1
  O O14 1 0.04720900 0.51509300 0.01840100 1
  O O15 1 0.67254300 0.81441200 0.98034500 1"
BaNb2Bi2O9,Orthorhombic,Cmc2_1,36,28,0.006884,-2.65022,FALSE,419.8791,7.000754,2.2153,TRUE,FALSE,NM,0.003279,6.811063,89.32128,83.32441,"# generated using pymatgen
  data_BaNb2Bi2O9
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 13.05287155
  _cell_length_b 13.05287155
  _cell_length_c 5.76026500
  _cell_angle_alpha 90.00000000
  _cell_angle_beta 90.00000000
  _cell_angle_gamma 154.67017332
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BaNb2Bi2O9
  _chemical_formula_sum 'Ba2 Nb4 Bi4 O18'
  _cell_volume 419.87909286
  _cell_formula_units_Z 2
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba Ba0 1 0.75171400 0.75171400 0.53520800 1
  Ba Ba1 1 0.24828600 0.24828600 0.03520800 1
  Nb Nb2 1 0.33715300 0.16626100 0.52286100 1
  Nb Nb3 1 0.83373900 0.66284700 0.02286100 1
  Nb Nb4 1 0.16626100 0.33715300 0.52286100 1
  Nb Nb5 1 0.66284700 0.83373900 0.02286100 1
  Bi Bi6 1 0.47791300 0.07508300 0.92720600 1
  Bi Bi7 1 0.92491700 0.52208700 0.42720600 1
  Bi Bi8 1 0.52208700 0.92491700 0.42720600 1
  Bi Bi9 1 0.07508300 0.47791300 0.92720600 1
  O O10 1 0.73677300 0.23375800 0.23152000 1
  O O11 1 0.42803800 0.57852900 0.79909800 1
  O O12 1 0.13543200 0.45336600 0.56651400 1
  O O13 1 0.42147100 0.57196200 0.29909800 1
  O O14 1 0.08561100 0.91939500 0.80291000 1
  O O15 1 0.91939500 0.08561100 0.80291000 1
  O O16 1 0.54663400 0.86456800 0.06651400 1
  O O17 1 0.86456800 0.54663400 0.06651400 1
  O O18 1 0.08060500 0.91438900 0.30291000 1
  O O19 1 0.91438900 0.08060500 0.30291000 1
  O O20 1 0.57852900 0.42803800 0.79909800 1
  O O21 1 0.57196200 0.42147100 0.29909800 1
  O O22 1 0.26322700 0.76624200 0.73152000 1
  O O23 1 0.23375800 0.73677300 0.23152000 1
  O O24 1 0.76624200 0.26322700 0.73152000 1
  O O25 1 0.45336600 0.13543200 0.56651400 1
  O O26 1 0.76494700 0.76494700 0.05257400 1
  O O27 1 0.23505300 0.23505300 0.55257400 1"
BaNiF4,Orthorhombic,Cmc2_1,36,12,0,-3.38512,TRUE,174.717,5.170533,4.6572,FALSE,FALSE,FM,4,1.69027,24.57184,22.07316,"# generated using pymatgen
  data_BaNiF4
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 4.17691900
  _cell_length_b 5.81080321
  _cell_length_c 7.49534996
  _cell_angle_alpha 89.99851863
  _cell_angle_beta 106.17869348
  _cell_angle_gamma 89.99999855
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BaNiF4
  _chemical_formula_sum 'Ba2 Ni2 F8'
  _cell_volume 174.71697297
  _cell_formula_units_Z 2
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba Ba0 1 0.85657666 0.96404442 0.71315231 1
  Ba Ba1 1 0.14343089 0.46403994 0.28686178 1
  Ni Ni2 1 0.58872070 -0.00037160 0.17744240 1
  Ni Ni3 1 0.41128006 0.49962510 0.82255812 1
  F F4 1 0.66958143 0.73160435 0.33916185 1
  F F5 1 0.92094909 0.50252352 0.84190019 1
  F F6 1 0.52491911 0.31047204 0.04983922 1
  F F7 1 0.47507844 0.81045091 0.95015587 1
  F F8 1 0.69810634 0.20142202 0.39621267 1
  F F9 1 0.30189139 0.70144611 0.60378178 1
  F F10 1 0.33041732 0.23162203 0.66083664 1
  F F11 1 0.07904958 0.00252616 0.15809817 1"
BaNiO3,Hexagonal,P6_3mc,186,10,8.09E-05,-1.81736,FALSE,133.5298,6.069091,1.5157,FALSE,FALSE,NM,0,17.82596,203.5742,197.7269,"# generated using pymatgen
  data_BaNiO3
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 5.67753215
  _cell_length_b 5.67753078
  _cell_length_c 4.78331070
  _cell_angle_alpha 90.00000000
  _cell_angle_beta 90.00000000
  _cell_angle_gamma 119.99999595
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BaNiO3
  _chemical_formula_sum 'Ba2 Ni2 O6'
  _cell_volume 133.52984355
  _cell_formula_units_Z 2
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba Ba0 1 0.66666700 0.33333400 0.74927646 1
  Ba Ba1 1 0.33333300 0.66666600 0.24927546 1
  Ni Ni2 1 0.00000000 -0.00000000 0.48842741 1
  Ni Ni3 1 0.00000000 -0.00000000 0.98842841 1
  O O4 1 0.85347643 0.14652357 0.23826638 1
  O O5 1 0.70695386 0.85347743 0.73826538 1
  O O6 1 0.14652357 0.29304614 0.73826538 1
  O O7 1 0.85347543 0.70695186 0.23826638 1
  O O8 1 0.14652357 0.85347743 0.73826538 1
  O O9 1 0.29304614 0.14652357 0.23826638 1"
BaSi6N8O,Orthorhombic,Imm2,44,16,0,-1.55595,TRUE,195.0552,3.693807,4.2279,FALSE,FALSE,NM,0.000525,1.497363,12.72743,8.48993,"# generated using pymatgen
  data_BaSi6N8O
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 6.82911417
  _cell_length_b 6.82911417
  _cell_length_c 6.82911417
  _cell_angle_alpha 138.21066050
  _cell_angle_beta 106.49901585
  _cell_angle_gamma 88.30386151
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BaSi6N8O
  _chemical_formula_sum 'Ba1 Si6 N8 O1'
  _cell_volume 195.05520832
  _cell_formula_units_Z 1
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba Ba0 1 0.50000000 0.49654300 0.99654300 1
  Si Si1 1 0.35524500 0.17980400 0.21757900 1
  Si Si2 1 0.16071100 0.68558100 0.52487000 1
  Si Si3 1 0.96222500 0.17980400 0.82455900 1
  Si Si4 1 0.83928900 0.36415800 0.52487000 1
  Si Si5 1 0.03777500 0.86233400 0.21757900 1
  Si Si6 1 0.64475500 0.86233400 0.82455900 1
  N N7 1 0.27406500 0.05229000 0.32635500 1
  N N8 1 0.04610700 0.90334900 0.50630000 1
  N N9 1 0.72593500 0.05229000 0.77822500 1
  N N10 1 0.81294800 0.98772700 0.17477900 1
  N N11 1 0.39704800 0.90334900 0.85724100 1
  N N12 1 0.18705200 0.36183100 0.17477900 1
  N N13 1 0.60295200 0.46019300 0.50630000 1
  N N14 1 0.95389300 0.46019300 0.85724100 1
  O O15 1 0.00000000 0.61172300 0.61172300 1"
BaTiO3,Trigonal,R3m,160,5,4.10E-05,-3.48966,FALSE,65.63565,5.89961,2.5087,FALSE,FALSE,NM,0,4.540353,32.54203,26.965,"# generated using pymatgen
  data_BaTiO3
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 4.03380655
  _cell_length_b 4.03380589
  _cell_length_c 4.03380615
  _cell_angle_alpha 89.83638280
  _cell_angle_beta 89.83636958
  _cell_angle_gamma 89.83638730
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BaTiO3
  _chemical_formula_sum 'Ba1 Ti1 O3'
  _cell_volume 65.63564907
  _cell_formula_units_Z 1
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba Ba0 1 0.99985396 0.99985396 0.99985396 1
  Ti Ti1 1 0.48666229 0.48666229 0.48666229 1
  O O2 1 0.02028337 0.51104969 0.51104969 1
  O O3 1 0.51104969 0.51104969 0.02028337 1
  O O4 1 0.51104969 0.02028337 0.51104969 1"
BaTiO3,Orthorhombic,Amm2,38,5,0,-3.4897,TRUE,65.57311,5.905237,2.293,FALSE,FALSE,NM,0,4.162563,12.98183,7.125221,"# generated using pymatgen
  data_BaTiO3
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 3.98333387
  _cell_length_b 4.05734264
  _cell_length_c 4.05734236
  _cell_angle_alpha 90.25451682
  _cell_angle_beta 90.00000000
  _cell_angle_gamma 90.00000000
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BaTiO3
  _chemical_formula_sum 'Ba1 Ti1 O3'
  _cell_volume 65.57310742
  _cell_formula_units_Z 1
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba Ba0 1 0.00000000 0.00341385 0.99658615 1
  Ti Ti1 1 0.50000000 0.51850382 0.48149618 1
  O O2 1 0.50000000 0.49135190 0.02157433 1
  O O3 1 0.50000000 0.97842567 0.50864810 1
  O O4 1 0.00000000 0.48820476 0.51179524 1"
BaTiO3,Tetragonal,P4mm,99,5,0.001957,-3.48774,FALSE,65.3271,5.927475,1.728,FALSE,FALSE,NM,0,3.578256,11.51613,5.616452,"# generated using pymatgen
  data_BaTiO3
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 3.99037921
  _cell_length_b 3.99037921
  _cell_length_c 4.10265539
  _cell_angle_alpha 90.00000000
  _cell_angle_beta 90.00000000
  _cell_angle_gamma 90.00000000
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BaTiO3
  _chemical_formula_sum 'Ba1 Ti1 O3'
  _cell_volume 65.32709969
  _cell_formula_units_Z 1
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba Ba0 1 0.50000000 0.50000000 0.58254146 1
  Ti Ti1 1 -0.00000000 -0.00000000 0.10004270 1
  O O2 1 -0.00000000 0.50000000 0.06422054 1
  O O3 1 0.50000000 -0.00000000 0.06422054 1
  O O4 1 0.00000000 0.00000000 0.54897175 1"
BaYF5,Monoclinic,P2_1,4,28,0.06157,-4.27578,FALSE,459.6235,4.642116,6.6185,FALSE,FALSE,NM,0.001303,2.914407,16.71625,14.27173,"# generated using pymatgen
  data_BaYF5
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 9.80562300
  _cell_length_b 5.62452600
  _cell_length_c 8.34394726
  _cell_angle_alpha 87.16872474
  _cell_angle_beta 90.00000000
  _cell_angle_gamma 90.00000000
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BaYF5
  _chemical_formula_sum 'Ba4 Y4 F20'
  _cell_volume 459.62348773
  _cell_formula_units_Z 4
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba Ba0 1 0.56841300 0.00069300 0.74319500 1
  Ba Ba1 1 0.30051700 0.49813000 0.00585700 1
  Ba Ba2 1 0.80051700 0.50187000 0.99414300 1
  Ba Ba3 1 0.06841300 0.99930700 0.25680500 1
  Y Y4 1 0.06175100 0.00452100 0.73803300 1
  Y Y5 1 0.31768300 0.46778700 0.54084600 1
  Y Y6 1 0.81768300 0.53221300 0.45915400 1
  Y Y7 1 0.56175100 0.99547900 0.26196700 1
  F F8 1 0.68829300 0.85620700 0.49033400 1
  F F9 1 0.59615800 0.18904000 0.01971100 1
  F F10 1 0.34537000 0.09972100 0.18109200 1
  F F11 1 0.48271900 0.22903000 0.47397500 1
  F F12 1 0.28948100 0.17415400 0.78078200 1
  F F13 1 0.93966100 0.23993600 0.56856200 1
  F F14 1 0.69706400 0.31765800 0.29591800 1
  F F15 1 0.72066600 0.42452900 0.69009000 1
  F F16 1 0.95580600 0.43690900 0.25338200 1
  F F17 1 0.03491600 0.28245700 0.91958100 1
  F F18 1 0.53491600 0.71754300 0.08041900 1
  F F19 1 0.45580600 0.56309100 0.74661800 1
  F F20 1 0.22066600 0.57547100 0.30991000 1
  F F21 1 0.19706400 0.68234200 0.70408200 1
  F F22 1 0.43966100 0.76006400 0.43143800 1
  F F23 1 0.78948100 0.82584600 0.21921800 1
  F F24 1 0.98271900 0.77097000 0.52602500 1
  F F25 1 0.84537000 0.90027900 0.81890800 1
  F F26 1 0.09615800 0.81096000 0.98028900 1
  F F27 1 0.18829300 0.14379300 0.50966600 1"
BaYF5,Monoclinic,P2_1,4,28,0.059883,-4.27746,FALSE,483.3701,4.414062,6.6724,TRUE,FALSE,NM,0.000451,2.491739,15.63485,13.28801,"# generated using pymatgen
  data_BaYF5
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 10.29858500
  _cell_length_b 5.73670000
  _cell_length_c 8.18318488
  _cell_angle_alpha 88.88485415
  _cell_angle_beta 90.00000000
  _cell_angle_gamma 90.00000000
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BaYF5
  _chemical_formula_sum 'Ba4 Y4 F20'
  _cell_volume 483.37011684
  _cell_formula_units_Z 4
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba Ba0 1 0.01840100 0.01165300 0.82535200 1
  Ba Ba1 1 0.34211600 0.50149300 0.63770600 1
  Ba Ba2 1 0.84211600 0.49850700 0.36229400 1
  Ba Ba3 1 0.51840100 0.98834700 0.17464800 1
  Y Y4 1 0.62672200 0.00621000 0.61992100 1
  Y Y5 1 0.21045800 0.50096600 0.09945500 1
  Y Y6 1 0.71045800 0.49903400 0.90054500 1
  Y Y7 1 0.12672200 0.99379000 0.38007900 1
  F F8 1 0.76804000 0.99132500 0.42215600 1
  F F9 1 0.55343800 0.21938400 0.83740900 1
  F F10 1 0.28511100 0.16423000 0.23013200 1
  F F11 1 0.51315100 0.23929500 0.46465600 1
  F F12 1 0.22083000 0.26702000 0.89259000 1
  F F13 1 0.03889400 0.25208500 0.54015000 1
  F F14 1 0.71166200 0.26980400 0.11694600 1
  F F15 1 0.74812800 0.34333200 0.65123000 1
  F F16 1 0.04315100 0.27860700 0.20796700 1
  F F17 1 0.91839700 0.43532700 0.91082300 1
  F F18 1 0.41839700 0.56467300 0.08917700 1
  F F19 1 0.54315100 0.72139300 0.79203300 1
  F F20 1 0.24812800 0.65666800 0.34877000 1
  F F21 1 0.21166200 0.73019600 0.88305400 1
  F F22 1 0.53889400 0.74791500 0.45985000 1
  F F23 1 0.72083000 0.73298000 0.10741000 1
  F F24 1 0.01315100 0.76070500 0.53534400 1
  F F25 1 0.78511100 0.83577000 0.76986800 1
  F F26 1 0.05343800 0.78061600 0.16259100 1
  F F27 1 0.26804000 0.00867500 0.57784400 1"
BaZnF4,Orthorhombic,Cmc2_1,36,12,0,-3.39381,TRUE,178.8493,5.175771,4.5489,FALSE,FALSE,NM,0,1.51717,25.15932,22.65893,"# generated using pymatgen
  data_BaZnF4
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 4.22420674
  _cell_length_b 5.84499073
  _cell_length_c 7.54530467
  _cell_angle_alpha 90.00000000
  _cell_angle_beta 106.25560401
  _cell_angle_gamma 90.00000000
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BaZnF4
  _chemical_formula_sum 'Ba2 Zn2 F8'
  _cell_volume 178.84927126
  _cell_formula_units_Z 2
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba Ba0 1 0.85454513 0.96284270 0.70909026 1
  Ba Ba1 1 0.14545487 0.46284270 0.29090974 1
  Zn Zn2 1 0.41206361 0.50001728 0.82412621 1
  Zn Zn3 1 0.58793639 0.00001728 0.17587379 1
  F F4 1 0.92374024 0.51041810 0.84748149 1
  F F5 1 0.07625976 0.01041810 0.15251851 1
  F F6 1 0.47194341 0.82256522 0.94388581 1
  F F7 1 0.52805659 0.32256522 0.05611419 1
  F F8 1 0.69870073 0.20199440 0.39740245 1
  F F9 1 0.30129927 0.70199440 0.60259755 1
  F F10 1 0.66919951 0.73064130 0.33839802 1
  F F11 1 0.33080049 0.23064130 0.66160198 1"
